id,name,now_cost,position,team,goals_scored,bonus,form,in_dreamteam,expected_assists_per_90,cost_change_start_fall,red_cards,penalties_saved,points_per_game_rank_type,yellow_cards,starts,ep_this,direct_freekicks_order,news,news_added,expected_goal_involvements_per_90,ict_index_rank,value_season,cost_change_start,dreamteam_count,transfers_in_event,threat,creativity,minutes,creativity_rank_type,expected_goals,selected_rank_type,selected_by_percent,transfers_out_event,cost_change_event_fall,goals_conceded_per_90,expected_goal_involvements,chance_of_playing_next_round,points_per_game,creativity_rank,expected_assists,total_points,influence_rank_type,saves,threat_rank,ep_next,own_goals,now_cost_rank_type,points_per_game_rank,clean_sheets,chance_of_playing_this_round,goals_conceded,transfers_out,expected_goals_per_90,form_rank_type,expected_goals_conceded_per_90,threat_rank_type,saves_per_90,now_cost_rank,web_name,assists,cost_change_event,event_points,starts_per_90,bps,ict_index,clean_sheets_per_90,form_rank,corners_and_indirect_freekicks_order,penalties_order,ict_index_rank_type,transfers_in,status,penalties_missed,selected_rank,influence,expected_goals_conceded,value_form,influence_rank
270,Luke Thomas,41,DEF,Leicester,0,0,1.7,False,0.05,4,0,0,124,1,8,1.2,,,,0.06,346,4.1,-4,0,113,10.0,54.9,689,84,0.07,152,0.1,289,0,1.96,0.49,,1.7,273,0.42,17,117,0,395,1.7,1,187,336,1,,15,23947,0.01,70,1.82,141,0.0,631,Thomas,1,0,0,1.04,130,16.5,0.13,190,,,123,25076,a,0,404,100.6,13.96,0.4,297
271,Patson Daka,56,FWD,Leicester,3,2,0.3,False,0.15,4,0,0,25,2,9,-0.2,,,2022-12-31T08:30:08.000192Z,0.46,127,8.0,-4,1,365,297.0,135.5,697,21,2.42,33,0.8,1240,0,2.2,3.58,100.0,2.6,163,1.16,45,17,0,71,0.3,0,38,198,5,100.0,17,300480,0.31,48,1.73,23,0.0,101,Daka,3,0,0,1.16,163,64.2,0.65,367,,,20,224549,a,0,192,211.6,13.36,0.1,200
273,Lewis Brunt,39,DEF,Leicester,0,0,0.0,False,0.04,1,0,0,151,0,0,-0.5,,,,0.04,495,0.3,-1,0,110,0.0,1.0,22,164,0.00,110,0.3,184,0,4.09,0.01,,1.0,455,0.01,1,174,0,472,0.0,0,242,425,0,,1,34056,0.0,145,3.19,173,0.0,727,Brunt,0,0,0,0.0,4,0.3,0.0,415,,,173,26252,a,0,306,2.2,0.78,0.0,483
548,Daniel Iversen,38,GKP,Leicester,0,0,0.0,False,0.0,2,0,0,32,0,0,-0.5,,,,0.0,514,0.0,-2,0,3012,0.0,0.0,0,13,0.00,17,2.9,1544,1,0.0,0.00,,0.0,496,0.00,0,32,0,446,0.0,0,77,526,0,,0,574914,0.0,24,0.0,3,0.0,742,Iversen,0,-1,0,0.0,0,0.0,0.0,390,,,32,568153,a,0,99,0.0,0.00,0.0,512
549,Dennis Praet,48,MID,Leicester,1,0,2.7,False,0.03,2,0,0,128,1,4,2.2,,,2023-01-21T18:30:07.439324Z,0.14,381,4.8,-2,0,12,25.0,15.2,369,197,0.47,244,0.0,10,0,1.46,0.59,100.0,1.9,389,0.12,23,141,0,356,2.7,0,163,306,2,100.0,6,2824,0.11,42,1.97,173,0.0,276,Praet,1,0,1,0.98,70,10.7,0.49,111,,,169,1569,a,0,604,67.0,8.06,0.6,339
581,Alex Smithies,40,GKP,Leicester,0,0,0.0,False,0.0,0,0,0,48,0,0,-0.5,,,,0.0,546,0.0,0,0,9,0.0,0.0,0,33,0.00,58,0.0,36,0,0.0,0.00,,0.0,532,0.00,0,48,0,484,0.0,0,35,558,0,,0,6701,0.0,43,0.0,23,0.0,636,Smithies,0,0,0,0.0,0,0.0,0.0,429,,,48,7839,a,0,505,0.0,0.00,0.0,544
612,Wout Faes,42,DEF,Leicester,0,1,1.0,False,0.02,3,0,0,65,2,16,0.5,,,,0.05,225,10.0,-3,0,219,41.0,48.0,1440,92,0.34,132,0.2,513,0,1.38,0.74,,2.6,290,0.40,42,32,0,302,1.0,2,174,192,6,,22,41353,0.02,85,1.52,98,0.0,603,Faes,0,0,1,1.0,289,40.7,0.38,246,,,68,56910,a,0,357,317.6,24.38,0.2,104
639,Sammy Braybrooke,45,MID,Leicester,0,0,0.0,False,0.0,0,0,0,291,0,0,0.0,,Knee injury - Unknown return date,2023-02-01T17:30:09.412132Z,0.0,696,0.0,0,0,7,0.0,0.0,0,289,0.00,283,0.0,10,0,0.0,0.00,0.0,0.0,690,0.00,0,287,0,673,0.0,0,248,700,0,0.0,0,738,0.0,254,0.0,280,0.0,446,Braybrooke,0,0,0,0.0,0,0.0,0.0,641,,,288,842,i,0,688,0.0,0.00,0.0,694
645,Joe Wormleighton,40,DEF,Leicester,0,0,0.0,False,0.0,0,0,0,226,0,0,-0.5,,,,0.0,594,0.0,0,0,22,0.0,0.0,0,220,0.00,218,0.0,28,0,0.0,0.00,,0.0,581,0.00,0,224,0,536,0.0,0,220,607,0,,0,1201,0.0,182,0.0,208,0.0,691,Wormleighton,0,0,0,0.0,0,0.0,0.0,480,,,221,1549,a,0,600,0.0,0.00,0.0,592
687,Kasey McAteer,45,MID,Leicester,0,0,0.0,False,0.0,0,0,0,278,0,0,0.0,,Season-long loan to AFC Wimbledon,2023-02-01T11:18:25.856789Z,0.0,675,0.0,0,0,0,0.0,0.0,0,275,0.00,316,0.0,5,0,0.0,0.00,0.0,0.0,670,0.00,0,272,0,651,0.0,0,228,681,0,0.0,0,112,0.0,237,0.0,265,0.0,416,McAteer,0,0,0,0.0,0,0.0,0.0,615,,,274,148,u,0,735,0.0,0.00,0.0,672
709,Victor Kristiansen,45,DEF,Leicester,0,0,1.5,False,0.16,0,0,0,138,0,2,1.0,,,,0.2,402,0.7,0,0,245,7.0,25.6,170,122,0.07,226,0.0,54,0,1.59,0.38,,1.5,353,0.31,3,144,0,412,1.5,0,93,366,0,,3,191,0.04,77,1.45,147,0.0,423,Kristiansen,0,0,2,1.06,33,7.8,0.0,211,1.0,,147,1146,a,0,638,45.2,2.73,0.3,375
715,Mateus Cardoso Lemos Martins,55,MID,Leicester,1,1,5.0,False,0.0,0,0,0,11,0,2,4.5,,,,0.52,405,1.8,0,0,1479,35.0,3.1,158,213,0.90,140,0.1,1109,0,1.71,0.91,,5.0,435,0.00,10,166,0,327,5.0,0,64,19,0,,3,2153,0.51,12,1.49,160,0.0,120,Tetê,0,0,2,1.14,34,7.4,0.0,33,,,181,16745,a,0,395,37.6,2.62,0.9,389
727,Harry Souttar,45,DEF,Leicester,0,0,1.5,False,0.0,0,0,0,136,1,2,1.0,,,2023-02-02T16:00:09.905642Z,0.0,418,0.7,0,0,718,2.0,11.4,180,143,0.00,213,0.0,51,0,1.5,0.01,100.0,1.5,408,0.01,3,142,0,437,1.5,1,79,363,0,100.0,3,169,0.0,76,1.48,159,0.0,371,Souttar,1,0,4,1.0,34,6.3,0.0,210,,,150,2643,a,0,586,49.4,2.96,0.3,366
735,Wanya Marçal-Madivadua,45,MID,Leicester,0,0,0.0,False,0.0,0,0,0,277,0,0,-0.5,,,,0.0,674,0.0,0,0,1,0.0,0.0,0,274,0.00,321,0.0,2,0,0.0,0.00,,0.0,669,0.00,0,271,0,650,0.0,0,227,680,0,,0,5,0.0,236,0.0,264,0.0,415,Marçal-Madivadua,0,0,0,0.0,0,0.0,0.0,614,,,273,12,a,0,744,0.0,0.00,0.0,671
221,Liam Cooper,44,DEF,Leeds,1,1,0.5,False,0.01,1,0,0,82,2,12,0.2,,Knock - 50% chance of playing,2023-02-08T23:00:08.822858Z,0.08,214,6.8,-1,0,7,138.0,49.3,1106,87,0.88,181,0.1,141,0,1.79,1.03,50.0,2.3,283,0.15,30,64,0,172,0.2,0,99,234,2,50.0,22,14826,0.07,110,1.58,27,0.0,472,Cooper,0,0,0,0.98,195,42.1,0.16,314,,,62,12715,d,0,484,236.6,19.41,0.1,178
222,Luke Ayling,45,DEF,Leeds,0,2,3.0,False,0.11,0,0,0,111,1,8,3.0,,,2022-07-05T15:30:04.180211Z,0.18,241,6.2,0,1,954,97.0,84.8,788,60,0.59,121,0.2,535,0,1.83,1.55,100.0,1.9,216,0.96,28,80,0,207,3.0,0,63,303,2,100.0,16,19735,0.07,33,1.57,43,0.0,347,Ayling,1,0,1,0.91,153,37.6,0.23,91,,,78,39870,a,0,335,193.8,13.75,0.7,213
223,Mateusz Klich,46,MID,Leeds,0,0,0.0,False,0.07,4,0,0,236,2,0,0.0,,Transferred to DC United,2023-01-14T20:36:08.203927Z,0.13,353,2.6,-4,0,0,50.0,69.3,266,138,0.16,200,0.0,29,0,1.69,0.38,0.0,0.9,246,0.22,12,164,0,280,0.0,0,202,508,0,0.0,5,14070,0.05,266,1.69,148,0.0,331,Klich,0,0,0,0.0,43,15.2,0.0,657,,,155,5483,u,0,517,39.6,4.99,0.0,385
224,Adam Forshaw,44,MID,Leeds,0,0,0.0,False,0.12,1,0,0,178,0,2,0.0,3.0,Hip injury - 25% chance of playing,2023-01-07T00:00:07.118113Z,0.12,437,1.4,-1,0,0,0.0,27.1,156,176,0.00,218,0.0,21,0,1.73,0.21,25.0,1.2,345,0.21,6,197,0,584,0.0,0,264,407,0,25.0,3,8837,0.0,197,2.8,231,0.0,475,Forshaw,0,0,0,1.15,23,4.2,0.0,541,,,202,4513,d,0,553,15.0,4.86,0.0,439
225,Rodrigo Moreno,64,MID,Leeds,10,6,0.5,False,0.05,-4,0,0,10,3,17,0.0,2.0,Ankle injury - Expected back 01 Apr,2023-02-02T15:30:08.709753Z,0.5,25,14.4,4,3,100,706.0,204.6,1296,76,6.47,22,4.7,31528,0,1.67,7.17,0.0,5.1,110,0.69,92,19,0,13,0.0,0,31,17,4,0.0,24,4501480,0.45,143,1.53,6,0.0,60,Rodrigo,1,0,0,1.18,265,133.1,0.28,321,,4.0,17,4489863,i,0,69,426.0,22.05,0.1,48
226,Stuart Dallas,49,DEF,Leeds,0,0,0.0,False,0.0,1,0,0,250,0,0,0.0,,Leg injury - Unknown return date,2022-07-05T15:30:04.195729Z,0.0,720,0.0,-1,0,20,0.0,0.0,0,250,0.00,228,0.0,22,0,0.0,0.00,0.0,0.0,715,0.00,0,250,0,706,0.0,0,32,722,0,0.0,0,2677,0.0,245,0.0,249,0.0,240,Dallas,0,0,0,0.0,0,0.0,0.0,684,,,250,1813,i,0,640,0.0,0.00,0.0,719
227,Patrick Bamford,72,FWD,Leeds,1,1,2.2,False,0.04,3,0,0,36,0,7,2.2,,,2022-11-05T19:00:07.805685Z,0.74,166,4.4,-3,0,821,346.0,79.7,644,35,4.96,42,0.6,2061,0,1.54,5.26,100.0,2.1,230,0.31,32,33,0,57,2.2,0,16,284,0,100.0,11,218345,0.69,18,1.51,21,0.0,35,Bamford,3,0,1,0.98,61,52.6,0.0,149,,1.0,26,140689,a,1,233,108.0,10.78,0.3,286
228,Diego Llorente,44,DEF,Leeds,0,2,0.0,False,0.0,1,0,0,104,1,7,0.0,,Season-long loan to Roma,2023-01-31T23:13:19.522443Z,0.11,355,3.6,-1,0,0,40.0,5.8,648,148,0.72,123,0.2,294,0,1.67,0.76,0.0,2.0,424,0.03,16,119,0,306,0.0,0,106,287,1,0.0,12,47594,0.1,219,1.53,101,0.0,484,Llorente,0,0,0,0.97,115,14.6,0.14,547,,,127,30610,u,0,341,99.0,11.00,0.0,301
229,Tyler Roberts,50,MID,Leeds,0,0,0.0,False,0.0,0,0,0,312,0,0,0.0,,Joined QPR on loan - Expected back 01 Jul,2022-07-08T11:00:04.089064Z,0.0,727,0.0,0,0,0,0.0,0.0,0,311,0.00,320,0.0,0,0,0.0,0.00,0.0,0.0,724,0.00,0,311,0,719,0.0,0,117,728,0,0.0,0,39,0.0,293,0.0,308,0.0,207,Roberts,0,0,0,0.0,0,0.0,0.0,696,,,311,0,u,0,740,0.0,0.00,0.0,726
230,Robin Koch,45,DEF,Leeds,0,0,1.8,False,0.01,0,0,0,128,5,21,1.8,,,2023-01-18T23:30:08.296318Z,0.04,193,8.0,0,0,139,98.0,32.3,1842,113,0.54,149,0.1,71,0,1.81,0.78,100.0,1.7,334,0.24,36,28,0,206,1.8,1,77,341,4,100.0,37,23103,0.03,67,1.62,42,0.0,369,Koch,0,0,1,1.03,262,46.9,0.2,182,,,52,17272,a,0,400,338.4,33.12,0.4,93
232,Raphael Dias Belloli,70,MID,Leeds,0,0,0.0,False,0.0,0,0,0,322,0,0,0.0,,Transferred to Barcelona,2022-07-15T15:56:51.961298Z,0.0,744,0.0,0,0,0,0.0,0.0,0,322,0.00,163,0.1,3,0,0.0,0.00,0.0,0.0,744,0.00,0,322,0,744,0.0,0,21,744,0,0.0,0,12351,0.0,321,0.0,322,0.0,42,Raphinha,0,0,0,0.0,0,0.0,0.0,739,,,322,0,u,0,450,0.0,0.00,0.0,744
233,Jack Harrison,58,MID,Leeds,1,5,2.5,False,0.19,2,0,0,66,2,18,2.5,,,2022-12-22T16:00:08.108670Z,0.36,51,11.0,-2,1,1240,292.0,466.7,1399,18,2.67,48,1.7,2003,0,1.29,5.64,100.0,3.2,24,2.96,64,66,0,73,2.5,0,43,138,5,100.0,20,901453,0.17,45,1.36,49,0.0,83,Harrison,5,0,3,1.16,170,102.3,0.32,121,1.0,,36,890553,a,0,140,265.8,21.18,0.4,153
234,Jamie Shackleton,45,MID,Leeds,0,0,0.0,False,0.0,0,0,0,269,0,0,0.0,,Joined Millwall on loan - Expected back 01 Jul,2022-07-19T23:00:04.159636Z,0.0,657,0.0,0,0,0,0.0,0.0,0,266,0.00,299,0.0,1,0,0.0,0.00,0.0,0.0,649,0.00,0,263,0,629,0.0,0,214,663,0,0.0,0,454,0.0,226,0.0,256,0.0,383,Shackleton,0,0,0,0.0,0,0.0,0.0,591,,,265,0,u,0,715,0.0,0.00,0.0,653
235,Pascal Struijk,45,DEF,Leeds,2,4,2.0,False,0.06,0,0,0,37,4,20,0.0,,Head injury - 75% chance of playing,2023-02-08T23:00:08.866352Z,0.13,80,13.8,0,0,52,234.0,187.8,1677,24,1.22,66,0.9,6560,0,1.72,2.33,75.0,3.1,119,1.10,62,11,0,96,1.5,0,84,142,4,0.0,32,206905,0.07,61,1.57,7,0.0,385,Struijk,2,0,0,1.07,339,85.2,0.21,159,,,8,277505,d,0,180,428.4,29.21,0.4,46
236,Kristoffer Klaesson,39,GKP,Leeds,0,0,0.0,False,0.0,1,0,0,42,0,0,0.0,,,,0.0,534,0.0,-1,0,79,0.0,0.0,0,26,0.00,37,0.5,275,0,0.0,0.00,,0.0,519,0.00,0,42,0,470,0.0,0,71,546,0,,0,39747,0.0,36,0.0,16,0.0,725,Klaesson,0,0,0,0.0,0,0.0,0.0,413,,,42,40892,a,0,255,0.0,0.00,0.0,532
237,Sam Greenwood,41,FWD,Leeds,1,1,1.0,False,0.24,4,0,0,39,1,2,1.0,1.0,,,0.42,243,6.1,-4,1,7595,84.0,183.3,314,15,0.61,7,11.4,18677,0,2.58,1.46,,1.9,123,0.84,25,34,0,221,1.0,0,92,299,0,,9,2814841,0.17,29,2.46,50,0.0,632,Greenwood,2,0,1,0.57,88,37.1,0.0,244,2.0,,35,1830096,a,0,35,105.0,8.59,0.2,290
238,Illan Meslier,45,GKP,Leeds,0,7,3.0,False,0.0,0,0,0,21,2,22,3.0,,,2022-12-20T01:00:07.283147Z,0.0,168,15.3,0,1,862,0.0,0.0,1980,70,0.00,20,2.0,1351,0,1.73,0.01,100.0,3.1,657,0.01,69,7,67,637,3.0,0,20,143,4,100.0,38,334650,0.0,15,1.53,62,3.05,398,Meslier,0,0,2,1.0,379,52.0,0.18,93,,,7,266366,a,0,129,519.0,33.70,0.7,21
239,Junior Firpo Adames,45,DEF,Leeds,0,0,0.2,False,0.01,0,0,0,180,2,2,0.2,,,2022-12-20T01:00:07.297550Z,0.01,391,0.9,0,0,71,6.0,35.5,295,106,0.00,210,0.0,52,0,1.83,0.03,100.0,0.7,324,0.03,4,143,0,416,0.2,0,89,518,0,100.0,6,2394,0.0,130,1.45,148,0.0,401,Firpo,0,0,0,0.61,32,9.1,0.0,380,,,143,2568,a,0,568,48.6,4.76,0.0,370
240,Crysencio Summerville,42,MID,Leeds,4,4,2.0,False,0.06,3,0,0,47,2,6,2.0,,,2023-01-12T15:00:08.372389Z,0.29,148,12.6,-3,1,2343,234.0,110.5,754,116,1.94,78,0.6,1150,0,2.51,2.41,100.0,3.5,184,0.49,53,81,0,95,2.0,0,314,95,0,100.0,21,239922,0.23,61,1.57,62,0.0,616,Summerville,3,0,2,0.72,170,57.1,0.0,152,,,90,272231,a,0,239,229.0,13.14,0.5,186
241,Lewis Bate,45,MID,Leeds,0,0,0.0,False,0.0,0,0,0,275,0,0,0.0,,Season-long loan to Oxford United,2022-08-04T13:22:00.438950Z,0.0,666,0.0,0,0,0,0.0,0.0,0,272,0.00,281,0.0,0,0,0.0,0.00,0.0,0.0,661,0.00,0,269,0,641,0.0,0,225,672,0,0.0,0,1442,0.0,234,0.0,262,0.0,405,Bate,0,0,0,0.0,0,0.0,0.0,605,,,271,0,u,0,686,0.0,0.00,0.0,663
242,Joe Gelhardt,51,FWD,Leeds,0,0,0.0,False,0.18,4,0,0,53,1,1,0.0,,Season-long loan to Sunderland,2023-01-29T17:45:09.186109Z,0.56,326,3.9,-4,0,0,114.0,32.1,201,51,0.84,56,0.2,494,0,1.34,1.26,0.0,1.3,335,0.40,20,48,0,190,0.0,0,58,394,0,0.0,3,83190,0.38,80,1.25,45,0.0,197,Gelhardt,2,0,0,0.45,44,19.4,0.0,707,,,48,39656,u,0,352,49.4,2.79,0.0,367
243,Leo Fuhr Hjelde,39,DEF,Leeds,0,0,0.0,False,0.0,1,0,0,196,0,0,0.0,,Season-long loan to  Rotherham United,2023-01-14T20:33:52.642215Z,0.0,540,0.0,-1,0,0,0.0,0.0,0,191,0.00,128,0.2,178,0,0.0,0.00,0.0,0.0,525,0.00,0,195,0,477,0.0,0,247,552,0,0.0,0,32535,0.0,149,0.0,176,0.0,734,Hjelde,0,0,0,0.0,0,0.0,0.0,421,,,192,24317,u,0,350,0.0,0.00,0.0,538
244,Rasmus Kristensen,48,DEF,Leeds,0,0,0.0,False,0.06,2,0,0,114,4,13,0.0,,,2022-09-03T18:00:06.668437Z,0.09,203,5.6,-2,0,125,92.0,123.9,1132,40,0.38,101,0.4,460,0,1.67,1.11,100.0,1.9,176,0.74,27,62,0,213,0.0,0,46,308,2,100.0,21,90366,0.03,244,1.51,45,0.0,293,Kristensen,1,0,0,1.03,162,45.9,0.16,678,,,58,58951,a,0,285,242.0,18.98,0.0,172
245,Marc Roca Junqué,48,MID,Leeds,1,1,1.0,False,0.06,2,0,0,124,4,19,0.5,,Knock - 50% chance of playing,2023-02-08T23:00:08.880433Z,0.12,103,8.5,-2,0,4,202.0,233.3,1463,69,0.90,168,0.1,164,0,1.85,1.91,50.0,2.0,90,1.01,41,59,0,117,0.5,0,178,293,2,50.0,30,22291,0.06,117,1.54,71,0.0,297,Roca,1,0,0,1.17,238,72.3,0.12,260,3.0,,70,19017,d,0,462,288.6,25.07,0.2,132
246,Brenden Aaronson,54,MID,Leeds,1,0,1.2,False,0.09,1,0,0,80,2,19,1.2,,,,0.23,65,10.4,-1,0,142,278.0,438.7,1613,22,2.59,63,0.7,1027,0,1.95,4.18,,2.7,28,1.56,56,88,0,77,1.2,0,75,191,4,,35,277390,0.14,109,1.65,52,0.0,143,Aaronson,3,0,1,1.06,161,92.7,0.22,241,4.0,,47,233450,a,0,208,208.0,29.56,0.2,203
247,Darko Gyabi,43,MID,Leeds,0,0,0.0,False,0.0,2,0,0,195,0,0,0.0,,,,0.9,456,0.2,-2,0,11,20.0,0.5,7,230,0.06,158,0.1,68,0,0.0,0.07,,1.0,470,0.00,1,216,0,371,0.0,0,301,453,0,,0,21024,0.77,191,3.47,181,0.0,579,Gyabi,0,0,0,0.0,7,2.5,0.0,533,,,208,21239,a,0,441,4.4,0.27,0.0,471
506,Tyler Adams,49,MID,Leeds,0,1,2.0,False,0.05,1,1,0,129,3,20,2.0,,,2023-01-29T00:30:07.749862Z,0.05,120,8.0,-1,0,150,15.0,304.9,1796,47,0.04,137,0.2,127,0,1.6,0.94,100.0,1.9,57,0.90,39,39,0,386,2.0,0,149,309,4,100.0,32,30604,0.0,70,1.39,191,0.0,253,Adams,0,0,2,1.0,233,66.1,0.2,167,,,78,23583,a,0,384,339.4,27.65,0.4,92
508,Luis Sinisterra Lucumí,65,MID,Leeds,2,3,0.8,False,0.08,0,1,0,120,1,8,0.4,,Muscle injury - 50% chance of playing,2023-02-08T23:00:09.336151Z,0.4,251,3.8,0,1,25,162.0,86.7,534,127,1.92,116,0.3,546,0,1.69,2.39,50.0,2.1,212,0.47,25,118,0,150,0.4,0,30,283,0,50.0,10,166672,0.32,130,1.44,96,0.0,59,Sinisterra,0,0,0,1.35,80,36.0,0.0,288,,,116,162860,d,0,333,111.6,8.55,0.1,282
547,Cody Drameh,40,DEF,Leeds,0,0,0.0,False,0.01,0,0,0,152,0,1,0.0,,Season-long loan to Luton Town,2023-01-29T17:38:13.671291Z,0.01,465,0.2,0,0,0,0.0,2.7,70,156,0.00,147,0.1,155,0,3.86,0.01,0.0,1.0,438,0.01,1,162,0,511,0.0,0,202,426,0,0.0,3,15240,0.0,165,1.8,191,0.0,665,Drameh,0,0,0,1.29,16,1.6,0.0,455,,,164,10934,u,0,394,12.8,1.40,0.0,444
565,Archie Gray,45,MID,Leeds,0,0,0.0,False,0.0,0,0,0,298,0,0,0.0,,Ankle injury - 25% chance of playing,2022-09-30T14:00:07.177384Z,0.0,705,0.0,0,0,8,0.0,0.0,0,296,0.00,214,0.0,17,0,0.0,0.00,25.0,0.0,699,0.00,0,295,0,684,0.0,0,257,709,0,25.0,0,9614,0.0,261,0.0,289,0.0,457,Gray,0,0,0,0.0,0,0.0,0.0,650,,,295,7774,d,0,544,0.0,0.00,0.0,704
578,Joel Robles,40,GKP,Leeds,0,0,0.0,False,0.0,0,0,0,49,0,0,0.0,,,,0.0,547,0.0,0,0,20,0.0,0.0,0,34,0.00,57,0.1,43,0,0.0,0.00,,0.0,533,0.00,0,49,0,485,0.0,0,36,559,0,,0,4553,0.0,44,0.0,24,0.0,638,Robles,0,0,0,0.0,0,0.0,0.0,430,,,49,5096,a,0,498,0.0,0.00,0.0,545
619,Wilfried Gnonto,50,FWD,Leeds,2,6,3.8,False,0.17,0,0,0,20,2,9,3.8,,,,0.32,149,6.8,0,1,8571,184.0,212.7,806,13,1.30,24,1.7,3845,0,1.56,2.87,,3.1,106,1.56,34,23,0,129,3.8,0,60,148,2,,14,65418,0.15,8,1.59,36,0.0,226,Gnonto,1,0,2,1.0,119,56.9,0.22,63,,,22,240576,a,0,142,171.2,14.20,0.8,237
659,Mateo Joseph Fernández,45,FWD,Leeds,0,0,0.2,False,0.0,0,0,0,63,0,0,0.2,,,,0.0,709,0.4,0,0,81,0.0,0.1,2,66,0.00,77,0.0,86,0,0.0,0.00,,1.0,490,0.00,2,85,0,688,0.2,0,87,477,0,,0,2465,0.0,54,12.15,86,0.0,461,Mateo Joseph,0,0,0,0.0,4,0.0,0.0,382,,,86,3707,a,0,588,0.0,0.27,0.0,708
663,Sonny Perkins,45,FWD,Leeds,0,0,0.0,False,0.0,0,0,0,83,0,0,0.0,,Ankle injury - 25% chance of playing,2023-02-03T14:00:09.872702Z,0.0,688,0.0,0,0,21,0.0,0.0,0,82,0.00,83,0.0,89,0,0.0,0.00,25.0,0.0,682,0.00,0,81,0,665,0.0,0,83,694,0,25.0,0,2329,0.0,74,0.0,82,0.0,436,Perkins,0,0,0,0.0,0,0.0,0.0,633,,,82,3235,d,0,613,0.0,0.00,0.0,686
691,Maximilian Wöber,45,DEF,Leeds,0,1,2.5,False,0.02,0,0,0,93,1,4,2.5,4.0,,2023-01-18T23:30:08.645166Z,0.15,361,2.4,0,0,194,27.0,28.6,384,117,0.55,171,0.1,225,0,1.17,0.65,100.0,2.2,341,0.10,11,136,0,346,2.5,0,80,255,1,100.0,5,2772,0.13,47,1.05,123,0.0,380,Wöber,0,0,1,0.94,73,12.7,0.23,119,,,130,11338,a,0,454,71.2,4.46,0.6,334
700,Georginio Rutter,55,FWD,Leeds,0,0,0.8,False,0.11,0,0,0,67,0,0,0.8,,,,0.11,453,0.5,0,0,85,8.0,10.9,82,60,0.00,73,0.0,371,0,3.29,0.10,,1.0,410,0.10,3,56,0,408,0.8,0,44,501,0,,3,2883,0.0,38,1.71,64,0.0,124,Rutter,0,0,1,0.0,2,2.8,0.0,287,,,60,6332,a,0,560,10.6,1.56,0.1,449
720,Weston McKennie,50,MID,Leeds,0,0,1.0,False,0.01,0,0,0,224,2,2,1.0,,,,0.09,428,0.6,0,0,238,7.0,20.3,207,187,0.17,203,0.0,288,0,1.74,0.20,,1.0,372,0.03,3,181,0,414,1.0,0,123,491,0,,4,2066,0.07,121,1.21,202,0.0,217,McKennie,0,0,1,0.87,8,5.3,0.0,264,,,195,6798,a,0,523,25.4,2.78,0.2,411
742,Jeremiah Chilokoa-Mullen,40,DEF,Leeds,0,0,0.0,False,0.0,0,0,0,218,0,0,1.3,,,,0.0,584,0.0,0,0,12,0.0,0.0,0,212,0.00,253,0.0,3,0,0.0,0.00,,0.0,571,0.00,0,216,0,525,1.3,0,211,597,0,,0,3,0.0,173,0.0,199,0.0,680,Chilokoa-Mullen,0,0,0,0.0,0,0.0,0.0,469,,,213,12,a,0,742,0.0,0.00,0.0,582
743,Diogo Pinheiro Monteiro,40,DEF,Leeds,0,0,0.0,False,0.0,0,0,0,223,0,0,1.3,,,,0.0,591,0.0,0,0,18,0.0,0.0,0,217,0.00,252,0.0,0,0,0.0,0.00,,0.0,578,0.00,0,221,0,532,1.3,0,216,604,0,,0,0,0.0,178,0.0,204,0.0,687,Monteiro,0,0,0,0.0,0,0.0,0.0,476,,,218,18,a,0,741,0.0,0.00,0.0,589
274,James Milner,44,MID,Liverpool,0,0,1.3,False,0.23,1,0,0,147,1,5,2.3,,,2022-12-23T01:00:07.613356Z,0.29,252,5.5,-1,0,129,86.0,153.2,546,93,0.38,74,0.6,329,0,1.15,1.77,100.0,1.6,142,1.41,24,115,0,218,2.3,0,262,350,2,100.0,7,196968,0.06,98,1.59,122,0.0,465,Milner,1,0,1,0.82,101,35.8,0.33,223,4.0,1.0,117,150823,a,0,234,117.6,9.63,0.3,279
275,Jordan Henderson,53,MID,Liverpool,0,0,1.7,False,0.14,2,0,0,150,1,11,2.7,,,2022-10-26T22:30:07.370083Z,0.19,205,5.5,-2,0,322,99.0,217.3,990,75,0.57,82,0.5,263,0,1.45,2.08,100.0,1.6,102,1.51,29,109,0,204,2.7,0,77,356,3,100.0,16,132094,0.05,87,1.48,117,0.0,145,Henderson,0,0,3,1.0,178,45.4,0.27,199,,,102,49398,a,0,254,135.0,16.23,0.3,264
276,Joel Matip,59,DEF,Liverpool,0,1,2.0,False,0.03,1,0,0,141,1,8,3.0,,,2022-10-11T22:30:06.763579Z,0.03,343,2.5,-1,0,886,12.0,33.3,731,110,0.00,71,0.8,634,0,1.85,0.25,100.0,1.5,331,0.25,15,107,0,391,3.0,1,6,376,1,100.0,15,252742,0.0,66,1.38,139,0.0,73,Matip,0,0,7,0.98,127,17.3,0.12,177,,,121,82615,a,0,191,128.2,11.19,0.3,273
